"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 26 10:10:57 UTC 2025","Wed Nov 26 10:11:46 UTC 2025","49357","Browser:Google Chrome","functional/5_AllArticles/articles.spec.js","Articles","","","Laptop TC_066:Article pagination without filter popular button result @regression",""
"passed","Wed Nov 26 10:06:07 UTC 2025","Wed Nov 26 10:08:00 UTC 2025","112832","Browser:Google Chrome","functional/5_AllArticles/articles.spec.js","Articles","","","Laptop TC_052:Articles Popular button result with Empty result @regression",""
"passed","Wed Nov 26 10:21:42 UTC 2025","Wed Nov 26 10:21:49 UTC 2025","7364","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Desktop TC_132:Check expantion and collapse of events card of events in online events tab @regression",""
"passed","Wed Nov 26 09:56:42 UTC 2025","Wed Nov 26 09:57:06 UTC 2025","23941","Browser:Google Chrome","functional/4_Menubar/menubar.spec.js","Menubar","","","Desktop TC_037:Successful redirection on research @regression",""
"passed","Wed Nov 26 10:19:18 UTC 2025","Wed Nov 26 10:19:27 UTC 2025","9350","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Desktop TC_123:Check pagination of offline events if present with A-Z filter @regression",""
"passed","Wed Nov 26 10:02:51 UTC 2025","Wed Nov 26 10:03:04 UTC 2025","12751","Browser:Google Chrome","functional/4_Menubar/menubar.spec.js","Menubar","","","Laptop TC_103:Successful Articles submenu Ratings Redirection @regression",""
"passed","Wed Nov 26 10:29:02 UTC 2025","Wed Nov 26 10:29:11 UTC 2025","8160","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Tablet TC_158: Footer form Instagram redirection @regression",""
"passed","Wed Nov 26 10:28:51 UTC 2025","Wed Nov 26 10:28:58 UTC 2025","7121","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Mobile TC_157: Footer form YouTube redirection @regression",""
"passed","Wed Nov 26 10:14:46 UTC 2025","Wed Nov 26 10:14:52 UTC 2025","5776","Browser:Google Chrome","functional/5_AllArticles/footerSubscribeForm.spec.js","Articles footer subscribe form","","","Tablet TC_078:Articles Footer form successful subscription @regression",""
"passed","Wed Nov 26 10:08:23 UTC 2025","Wed Nov 26 10:10:15 UTC 2025","111557","Browser:Google Chrome","functional/5_AllArticles/articles.spec.js","Articles","","","Mobile TC_059:Articles Popular button result with Empty result @regression",""
