"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 04 07:42:52 UTC 2025","Thu Dec 04 07:43:06 UTC 2025","13601","Browser:Google Chrome","functional/4_Menubar/menubar.spec.js","Menubar","","","Desktop TC_089:Successful Articles submenu News Redirection @regression",""
"passed","Thu Dec 04 07:45:08 UTC 2025","Thu Dec 04 07:45:25 UTC 2025","16141","Browser:Google Chrome","functional/4_Menubar/menubar.spec.js","Menubar","","","Laptop TC_097:Successful Articles submenu VFX Redirection @regression",""
"passed","Thu Dec 04 07:36:51 UTC 2025","Thu Dec 04 07:36:56 UTC 2025","5709","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile TC_003:Successful login with session (talent) @regression",""
"passed","Thu Dec 04 07:36:49 UTC 2025","Thu Dec 04 07:36:59 UTC 2025","10565","Browser:Google Chrome","functional/5_AllArticles/filterAllArticles.spec.js","All Articles filters","","","Mobile TC_055:Articles Filter Applied single filter @regression",""
"passed","Thu Dec 04 07:40:09 UTC 2025","Thu Dec 04 07:40:21 UTC 2025","11659","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile TC_016:Invaild Search results @regression",""
"passed","Thu Dec 04 07:37:25 UTC 2025","Thu Dec 04 07:37:37 UTC 2025","11514","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Desktop TC_129:Invalid Search functionality in Online events @regression",""
"passed","Thu Dec 04 07:41:04 UTC 2025","Thu Dec 04 07:41:11 UTC 2025","7304","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Desktop TC_117:Check pagination of all events if present with A-Z filter @regression",""
"passed","Thu Dec 04 07:42:24 UTC 2025","Thu Dec 04 07:42:36 UTC 2025","12003","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Desktop TC_124:Check pagination of offline events if present with Z-A filter @regression",""
"passed","Thu Dec 04 07:39:25 UTC 2025","Thu Dec 04 07:39:35 UTC 2025","10495","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Laptop TC_014:Successful search modal seen @regression",""
"passed","Thu Dec 04 07:44:25 UTC 2025","Thu Dec 04 07:44:39 UTC 2025","13505","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Tablet TC_156: Footer form Twitter redirection @regression",""
"passed","Thu Dec 04 07:43:59 UTC 2025","Thu Dec 04 07:44:13 UTC 2025","13651","Browser:Google Chrome","functional/4_Menubar/menubar.spec.js","Menubar","","","Tablet TC_092:Successful Articles submenu Outsourcing cases Redirection @regression",""
"passed","Thu Dec 04 07:38:19 UTC 2025","Thu Dec 04 07:38:31 UTC 2025","12866","Browser:Google Chrome","functional/4_Menubar/menubar.spec.js","Menubar","","","Tablet TC_106:Successful Articles submenu Digest Redirection @regression",""
"passed","Thu Dec 04 07:36:30 UTC 2025","Thu Dec 04 07:36:39 UTC 2025","8743","Browser:Google Chrome","functional/5_AllArticles/bannerAllArticles.spec.js","All Articles banner","","","Laptop TC_047:Successful redirection on all sponsored tag present @regression",""
"passed","Thu Dec 04 07:39:20 UTC 2025","Thu Dec 04 07:39:31 UTC 2025","11551","Browser:Google Chrome","functional/5_AllArticles/footerSubscribeForm.spec.js","Articles footer subscribe form","","","Tablet TC_086:Articles Footer form YouTube redirection @regression",""
"passed","Thu Dec 04 07:41:46 UTC 2025","Thu Dec 04 07:43:19 UTC 2025","93393","Browser:Google Chrome","functional/4_Menubar/menubar.spec.js","Menubar","","","Tablet TC_033:Successful redirection on Talent Platform submenu (with company login) @regression",""
