"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 26 10:17:32 UTC 2025","Wed Nov 26 10:18:50 UTC 2025","78180","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Mobile TC_119:Check pagination of online events if present with newest filter @regression",""
"passed","Wed Nov 26 10:11:17 UTC 2025","Wed Nov 26 10:11:23 UTC 2025","6116","Browser:Google Chrome","functional/5_AllArticles/articles.spec.js","Articles","","","Desktop TC_075:Articles partners Become a partner redirection @regression",""
"passed","Wed Nov 26 10:01:50 UTC 2025","Wed Nov 26 10:02:05 UTC 2025","14813","Browser:Google Chrome","functional/4_Menubar/menubar.spec.js","Menubar","","","Tablet TC_103:Successful Articles submenu Ratings Redirection @regression",""
"passed","Wed Nov 26 10:29:00 UTC 2025","Wed Nov 26 10:29:06 UTC 2025","6440","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Mobile TC_158: Footer form Instagram redirection @regression",""
"passed","Wed Nov 26 10:26:44 UTC 2025","Wed Nov 26 10:26:48 UTC 2025","4466","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Mobile TC_149: Footer form successful subscription @regression",""
"passed","Wed Nov 26 10:14:06 UTC 2025","Wed Nov 26 10:14:13 UTC 2025","7172","Browser:Google Chrome","functional/5_AllArticles/footerSubscribeForm.spec.js","Articles footer subscribe form","","","Tablet TC_078:Articles Footer form successful subscription @regression",""
"passed","Wed Nov 26 09:55:49 UTC 2025","Wed Nov 26 09:56:03 UTC 2025","13583","Browser:Google Chrome","functional/4_Menubar/menubar.spec.js","Menubar","","","Desktop TC_038:Successful Navigation to all articles submenu @regression",""
"passed","Wed Nov 26 10:16:14 UTC 2025","Wed Nov 26 10:16:21 UTC 2025","7625","Browser:Google Chrome","functional/6_Events/events.spec.js","Events Page","","","Mobile TC_111:Successful Big Image Banner visbility and redirection @regression",""
"passed","Wed Nov 26 10:04:57 UTC 2025","Wed Nov 26 10:07:09 UTC 2025","132076","Browser:Google Chrome","functional/5_AllArticles/articles.spec.js","Articles","","","Tablet TC_052:Articles Popular button result with Empty result @regression",""
"passed","Wed Nov 26 09:55:21 UTC 2025","Wed Nov 26 09:55:43 UTC 2025","21970","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet TC_017:Successfully clearred searched value @regression",""
