"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14507","Mobile TC_038:Successful Navigation to all articles submenu @regression","Browser:Google Chrome","Wed Dec 03 10:26:20 UTC 2025","passed","Wed Dec 03 10:26:35 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","27561","Mobile TC_067:Article page right side promo banner visibility with redirection @regression","Browser:Google Chrome","Wed Dec 03 10:26:17 UTC 2025","failed","Wed Dec 03 10:26:45 UTC 2025","Articles promo banner","functional/5_AllArticles/promoImagebanner.spec.js","",""
"","10302","Laptop TC_155: Footer form Facebook redirection @regression","Browser:Google Chrome","Wed Dec 03 10:28:10 UTC 2025","passed","Wed Dec 03 10:28:20 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8593","Tablet TC_077:Articles Footer form email field validation @regression","Browser:Google Chrome","Wed Dec 03 10:23:02 UTC 2025","passed","Wed Dec 03 10:23:11 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","8109","Mobile TC_141:Successful redirection ICalender of event cards of online events @regression","Browser:Google Chrome","Wed Dec 03 10:26:25 UTC 2025","passed","Wed Dec 03 10:26:33 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6486","Desktop TC_075:Articles partners Become a partner redirection @regression","Browser:Google Chrome","Wed Dec 03 10:32:11 UTC 2025","passed","Wed Dec 03 10:32:17 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","18581","Desktop TC_099:Successful Articles submenu Animations Redirection @regression","Browser:Google Chrome","Wed Dec 03 10:21:43 UTC 2025","passed","Wed Dec 03 10:22:02 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","7128","Laptop TC_047:Successful redirection on all sponsored tag present @regression","Browser:Google Chrome","Wed Dec 03 10:21:53 UTC 2025","passed","Wed Dec 03 10:22:00 UTC 2025","All Articles banner","functional/5_AllArticles/bannerAllArticles.spec.js","",""
"","6735","Desktop TC_111:Successful Big Image Banner visbility and redirection @regression","Browser:Google Chrome","Wed Dec 03 10:25:59 UTC 2025","passed","Wed Dec 03 10:26:05 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","43698","Desktop TC_113:Check pagination of all events if present with oldest filter @regression","Browser:Google Chrome","Wed Dec 03 10:26:30 UTC 2025","passed","Wed Dec 03 10:27:14 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10495","Laptop TC_158: Footer form Instagram redirection @regression","Browser:Google Chrome","Wed Dec 03 10:28:43 UTC 2025","passed","Wed Dec 03 10:28:53 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","11181","Desktop TC_155: Footer form Facebook redirection @regression","Browser:Google Chrome","Wed Dec 03 10:28:06 UTC 2025","passed","Wed Dec 03 10:28:18 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","18944","Laptop TC_108:Successful Articles submenu Promo Redirection @regression","Browser:Google Chrome","Wed Dec 03 10:24:12 UTC 2025","passed","Wed Dec 03 10:24:30 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","17227","Desktop TC_077:Articles Footer form email field validation @regression","Browser:Google Chrome","Wed Dec 03 10:22:57 UTC 2025","passed","Wed Dec 03 10:23:14 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","26893","Laptop @regression TC_009:Login with Twitter redirection link","Browser:Google Chrome","Wed Dec 03 10:23:30 UTC 2025","passed","Wed Dec 03 10:23:57 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","13857","Mobile TC_105:Successful Articles submenu events Redirection @regression","Browser:Google Chrome","Wed Dec 03 10:23:32 UTC 2025","passed","Wed Dec 03 10:23:45 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","11302","Mobile TC_028:Successful selected state on Company submenu @regression","Browser:Google Chrome","Wed Dec 03 10:27:53 UTC 2025","passed","Wed Dec 03 10:28:05 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","6710","Tablet TC_111:Successful Big Image Banner visbility and redirection @regression","Browser:Google Chrome","Wed Dec 03 10:26:14 UTC 2025","passed","Wed Dec 03 10:26:20 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","64480","Laptop TC_134:Successful redirection of all official website of event cards of all events @regression","Browser:Google Chrome","Wed Dec 03 10:23:29 UTC 2025","passed","Wed Dec 03 10:24:33 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","9658","Mobile TC_125:Valid Search functionality in All events @regression","Browser:Google Chrome","Wed Dec 03 10:29:11 UTC 2025","passed","Wed Dec 03 10:29:21 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","12139","Desktop TC_138:Successful redirection Google Calender of event cards of online events @regression","Browser:Google Chrome","Wed Dec 03 10:25:40 UTC 2025","passed","Wed Dec 03 10:25:52 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","9396","Tablet TC_155: Footer form Facebook redirection @regression","Browser:Google Chrome","Wed Dec 03 10:28:13 UTC 2025","passed","Wed Dec 03 10:28:22 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","9442","Laptop TC_125:Valid Search functionality in All events @regression","Browser:Google Chrome","Wed Dec 03 10:29:00 UTC 2025","passed","Wed Dec 03 10:29:09 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","14465","Desktop TC_007:Login with Google redirection link @regression","Browser:Google Chrome","Wed Dec 03 10:22:51 UTC 2025","passed","Wed Dec 03 10:23:06 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","32997","Tablet TC_056:Articles Filter Applied multiple filter @regression","Browser:Google Chrome","Wed Dec 03 10:22:27 UTC 2025","passed","Wed Dec 03 10:23:00 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","11777","Desktop TC_036:Successful redirection on events @regression","Browser:Google Chrome","Wed Dec 03 10:27:10 UTC 2025","passed","Wed Dec 03 10:27:22 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","7847","Desktop TC_153: Footer form Privacy Policy link @regression","Browser:Google Chrome","Wed Dec 03 10:27:56 UTC 2025","passed","Wed Dec 03 10:28:04 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","14311","Laptop TC_018:Successful search modal close @regression","Browser:Google Chrome","Wed Dec 03 10:25:52 UTC 2025","passed","Wed Dec 03 10:26:06 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","47820","Desktop TC_084:Articles Footer form Facebook redirection @regression","Browser:Google Chrome","Wed Dec 03 10:24:04 UTC 2025","passed","Wed Dec 03 10:24:52 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","7755","Laptop TC_141:Successful redirection ICalender of event cards of online events @regression","Browser:Google Chrome","Wed Dec 03 10:26:17 UTC 2025","passed","Wed Dec 03 10:26:25 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10039","Mobile TC_144:Successful redirection of iCalender button @regression","Browser:Google Chrome","Wed Dec 03 10:27:02 UTC 2025","passed","Wed Dec 03 10:27:12 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15102","Laptop TC_013:Successful Company Logo Redirection @regression","Browser:Google Chrome","Wed Dec 03 10:24:38 UTC 2025","passed","Wed Dec 03 10:24:53 UTC 2025","Navbar","functional/3_Navbar/navbar.spec.js","",""
"","19616","Laptop TC_006:Login with Xsolla redirection link @regression","Browser:Google Chrome","Wed Dec 03 10:22:37 UTC 2025","passed","Wed Dec 03 10:22:56 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","21091","Tablet TC_058:Articles Filter Applied All Articles filter button @regression","Browser:Google Chrome","Wed Dec 03 10:22:41 UTC 2025","passed","Wed Dec 03 10:23:02 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","5469","Tablet TC_114:Check pagination of online events if present with oldest filter @regression","Browser:Google Chrome","Wed Dec 03 10:26:54 UTC 2025","passed","Wed Dec 03 10:27:00 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
