"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 15 06:28:04 UTC 2025","Wed Oct 15 06:28:19 UTC 2025","15406","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_008:Login with LinkdIn redirection link",""
"passed","Wed Oct 15 06:26:43 UTC 2025","Wed Oct 15 06:27:10 UTC 2025","27482","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop  @regression TC_002:Successful login(Without session)",""
"passed","Wed Oct 15 06:27:09 UTC 2025","Wed Oct 15 06:27:13 UTC 2025","4331","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_004:Successful login with session (recruiter)",""
"passed","Wed Oct 15 06:26:42 UTC 2025","Wed Oct 15 06:26:52 UTC 2025","9494","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_003:Successful login with session (talent)",""
"passed","Wed Oct 15 06:27:19 UTC 2025","Wed Oct 15 06:27:31 UTC 2025","12781","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_005:Login with Facebook redirection link",""
"passed","Wed Oct 15 06:28:58 UTC 2025","Wed Oct 15 06:29:13 UTC 2025","15585","chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Laptop  @regression TC_011:Successful Advertise redirection",""
"passed","Wed Oct 15 06:28:07 UTC 2025","Wed Oct 15 06:28:24 UTC 2025","17578","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_009:Login with Twitter redirection link",""
"passed","Wed Oct 15 06:27:43 UTC 2025","Wed Oct 15 06:27:55 UTC 2025","12032","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_007:Login with Google redirection link",""
"passed","Wed Oct 15 06:26:42 UTC 2025","Wed Oct 15 06:27:04 UTC 2025","21405","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile  @regression TC_002:Successful login(Without session)",""
"passed","Wed Oct 15 06:27:26 UTC 2025","Wed Oct 15 06:27:38 UTC 2025","11920","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_006:Login with Xsolla redirection link",""
"passed","Wed Oct 15 06:28:33 UTC 2025","Wed Oct 15 06:29:11 UTC 2025","38025","chrome","functional/2_Signup/signup.spec.js","Signup to 80LV","","","Laptop  @regression TC_010:Successful Sign up",""
"passed","Wed Oct 15 06:27:55 UTC 2025","Wed Oct 15 06:28:07 UTC 2025","11987","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_008:Login with LinkdIn redirection link",""
"passed","Wed Oct 15 06:26:52 UTC 2025","Wed Oct 15 06:26:57 UTC 2025","5252","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_003:Successful login with session (talent)",""
"passed","Wed Oct 15 06:27:15 UTC 2025","Wed Oct 15 06:27:29 UTC 2025","13678","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_005:Login with Facebook redirection link",""
"passed","Wed Oct 15 06:27:53 UTC 2025","Wed Oct 15 06:28:04 UTC 2025","11409","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_008:Login with LinkdIn redirection link",""
"passed","Wed Oct 15 06:28:24 UTC 2025","Wed Oct 15 06:28:41 UTC 2025","16531","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_009:Login with Twitter redirection link",""
"passed","Wed Oct 15 06:26:43 UTC 2025","Wed Oct 15 06:27:10 UTC 2025","27489","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet  @regression TC_002:Successful login(Without session)",""
"passed","Wed Oct 15 06:28:27 UTC 2025","Wed Oct 15 06:29:00 UTC 2025","32375","chrome","functional/2_Signup/signup.spec.js","Signup to 80LV","","","Desktop  @regression TC_010:Successful Sign up",""
"passed","Wed Oct 15 06:26:42 UTC 2025","Wed Oct 15 06:27:07 UTC 2025","24722","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop  @regression TC_002:Successful login(Without session)",""
"passed","Wed Oct 15 06:27:10 UTC 2025","Wed Oct 15 06:27:17 UTC 2025","6565","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_004:Successful login with session (recruiter)",""
"passed","Wed Oct 15 06:27:58 UTC 2025","Wed Oct 15 06:28:15 UTC 2025","16944","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_008:Login with LinkdIn redirection link",""
"passed","Wed Oct 15 06:28:19 UTC 2025","Wed Oct 15 06:28:43 UTC 2025","23783","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_009:Login with Twitter redirection link",""
"passed","Wed Oct 15 06:27:07 UTC 2025","Wed Oct 15 06:27:19 UTC 2025","11680","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_004:Successful login with session (recruiter)",""
"passed","Wed Oct 15 06:28:43 UTC 2025","Wed Oct 15 06:28:58 UTC 2025","14498","chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Desktop  @regression TC_011:Successful Advertise redirection",""
