"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8196","Desktop TC_015:Successful search results @regression","Browser:Google Chrome","Wed Dec 03 13:16:07 UTC 2025","passed","Wed Dec 03 13:16:15 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","50962","Tablet TC_095:Successful Articles submenu Character Art Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:22:09 UTC 2025","passed","Wed Dec 03 13:23:00 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","9526","Laptop TC_016:Invaild Search results @regression","Browser:Google Chrome","Wed Dec 03 13:16:27 UTC 2025","passed","Wed Dec 03 13:16:36 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","7199","Desktop TC_159: Footer form Podcasts Round Table redirection @regression","Browser:Google Chrome","Wed Dec 03 13:21:54 UTC 2025","passed","Wed Dec 03 13:22:01 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8730","Mobile TC_157: Footer form YouTube redirection @regression","Browser:Google Chrome","Wed Dec 03 13:21:37 UTC 2025","passed","Wed Dec 03 13:21:46 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15306","Desktop TC_064:Article pagination with single filter popular tab and pagination check  @regression","Browser:Google Chrome","Wed Dec 03 13:21:04 UTC 2025","passed","Wed Dec 03 13:21:19 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","11837","Mobile TC_092:Successful Articles submenu Outsourcing cases Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:21:16 UTC 2025","passed","Wed Dec 03 13:21:28 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","20491","Laptop TC_110:Successful Articles submenu 80 level China Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:15:31 UTC 2025","passed","Wed Dec 03 13:15:52 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","10214","Desktop TC_067:Article page right side promo banner visibility with redirection @regression","Browser:Google Chrome","Wed Dec 03 13:16:52 UTC 2025","passed","Wed Dec 03 13:17:02 UTC 2025","Articles promo banner","functional/5_AllArticles/promoImagebanner.spec.js","",""
"","11320","Tablet TC_035:Successful redirection on workshops @regression","Browser:Google Chrome","Wed Dec 03 13:19:11 UTC 2025","passed","Wed Dec 03 13:19:22 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","65473","Tablet TC_136:Successful redirection of all official website of event cards of offline events @regression","Browser:Google Chrome","Wed Dec 03 13:16:22 UTC 2025","passed","Wed Dec 03 13:17:27 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","14549","Laptop TC_107:Successful Articles submenu Feature Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:14:46 UTC 2025","passed","Wed Dec 03 13:15:01 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","109938","Tablet TC_052:Articles Popular button result with Empty result @regression","Browser:Google Chrome","Wed Dec 03 13:16:58 UTC 2025","passed","Wed Dec 03 13:18:48 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","12875","Laptop TC_028:Successful selected state on Company submenu @regression","Browser:Google Chrome","Wed Dec 03 13:19:32 UTC 2025","passed","Wed Dec 03 13:19:45 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","46205","Mobile TC_123:Check pagination of offline events if present with A-Z filter @regression","Browser:Google Chrome","Wed Dec 03 13:20:11 UTC 2025","passed","Wed Dec 03 13:20:57 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","13824","Desktop TC_107:Successful Articles submenu Feature Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:14:42 UTC 2025","passed","Wed Dec 03 13:14:56 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","7728","Desktop TC_074:Articles partners Explore buttons redirection @regression","Browser:Google Chrome","Wed Dec 03 13:22:41 UTC 2025","passed","Wed Dec 03 13:22:49 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","7645","Tablet TC_116:Check pagination of all events if present with newest filter @regression","Browser:Google Chrome","Wed Dec 03 13:18:06 UTC 2025","passed","Wed Dec 03 13:18:13 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8537","Desktop TC_053:Article add bookmark without login @regression","Browser:Google Chrome","Wed Dec 03 13:19:21 UTC 2025","passed","Wed Dec 03 13:19:29 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","11770","Desktop TC_129:Invalid Search functionality in Online events @regression","Browser:Google Chrome","Wed Dec 03 13:13:22 UTC 2025","passed","Wed Dec 03 13:13:34 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","27338","Tablet TC_051:Articles Popular button result with five filters applied @regression","Browser:Google Chrome","Wed Dec 03 13:16:34 UTC 2025","passed","Wed Dec 03 13:17:02 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","16287","Laptop TC_057:Article pagination with two filters popular tab and pagination check @regression","Browser:Google Chrome","Wed Dec 03 13:20:14 UTC 2025","passed","Wed Dec 03 13:20:30 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","10696","Tablet TC_038:Successful Navigation to all articles submenu @regression","Browser:Google Chrome","Wed Dec 03 13:17:28 UTC 2025","passed","Wed Dec 03 13:17:39 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","5140","Laptop TC_003:Successful login with session (talent) @regression","Browser:Google Chrome","Wed Dec 03 13:13:16 UTC 2025","passed","Wed Dec 03 13:13:21 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","8045","Laptop TC_153: Footer form Privacy Policy link @regression","Browser:Google Chrome","Wed Dec 03 13:20:40 UTC 2025","passed","Wed Dec 03 13:20:48 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7646","Desktop TC_003:Successful login with session (talent) @regression","Browser:Google Chrome","Wed Dec 03 13:13:08 UTC 2025","passed","Wed Dec 03 13:13:16 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","8411","Mobile TC_048:Successful popular button result @regression","Browser:Google Chrome","Wed Dec 03 13:15:52 UTC 2025","passed","Wed Dec 03 13:16:00 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","8529","Tablet TC_014:Successful search modal seen @regression","Browser:Google Chrome","Wed Dec 03 13:15:58 UTC 2025","passed","Wed Dec 03 13:16:07 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","7020","Mobile TC_047:Successful redirection on all sponsored tag present @regression","Browser:Google Chrome","Wed Dec 03 13:12:59 UTC 2025","passed","Wed Dec 03 13:13:06 UTC 2025","All Articles banner","functional/5_AllArticles/bannerAllArticles.spec.js","",""
"","4392","Tablet TC_144:Successful redirection of iCalender button @regression","Browser:Google Chrome","Wed Dec 03 13:19:19 UTC 2025","passed","Wed Dec 03 13:19:23 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6965","Tablet TC_111:Successful Big Image Banner visbility and redirection @regression","Browser:Google Chrome","Wed Dec 03 13:17:13 UTC 2025","passed","Wed Dec 03 13:17:20 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","22029","Desktop TC_131:Check expantion and collapse of events card in all events tab @regression","Browser:Google Chrome","Wed Dec 03 13:13:49 UTC 2025","passed","Wed Dec 03 13:14:11 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","47500","Laptop TC_098:Successful Articles submenu Props Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:22:38 UTC 2025","passed","Wed Dec 03 13:23:26 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","17246","Mobile TC_102:Successful Articles submenu Tech Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:13:36 UTC 2025","passed","Wed Dec 03 13:13:53 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","17999","Laptop TC_007:Login with Google redirection link @regression","Browser:Google Chrome","Wed Dec 03 13:14:08 UTC 2025","passed","Wed Dec 03 13:14:26 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","16064","Laptop TC_064:Article pagination with single filter popular tab and pagination check  @regression","Browser:Google Chrome","Wed Dec 03 13:21:04 UTC 2025","passed","Wed Dec 03 13:21:20 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","83833","Desktop TC_141:Successful redirection ICalender of event cards of online events @regression","Browser:Google Chrome","Wed Dec 03 13:18:20 UTC 2025","passed","Wed Dec 03 13:19:44 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","20031","Laptop TC_101:Successful Articles submenu Materials Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:13:15 UTC 2025","passed","Wed Dec 03 13:13:35 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","12364","Laptop TC_092:Successful Articles submenu Outsourcing cases Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:21:03 UTC 2025","passed","Wed Dec 03 13:21:16 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","8320","Desktop TC_068:Article newletter invalid email subscription Check @regression","Browser:Google Chrome","Wed Dec 03 13:21:50 UTC 2025","passed","Wed Dec 03 13:21:58 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","11785","Desktop TC_104:Successful Articles submenu SPosored by unreal engine Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:13:54 UTC 2025","passed","Wed Dec 03 13:14:06 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","5405","Tablet TC_112:Successful redirection on all sponsored tag present @regression","Browser:Google Chrome","Wed Dec 03 13:17:22 UTC 2025","passed","Wed Dec 03 13:17:27 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","5843","Mobile TC_115:Check pagination of offline events if present with oldest filter @regression","Browser:Google Chrome","Wed Dec 03 13:17:57 UTC 2025","passed","Wed Dec 03 13:18:03 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7567","Laptop TC_159: Footer form Podcasts Round Table redirection @regression","Browser:Google Chrome","Wed Dec 03 13:21:54 UTC 2025","passed","Wed Dec 03 13:22:02 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","28396","Desktop TC_063:Successful Pagination Right Arrow visibility and functionality Check @regression","Browser:Google Chrome","Wed Dec 03 13:20:55 UTC 2025","passed","Wed Dec 03 13:21:23 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","11168","Mobile TC_091:Successful Articles submenu 80 Level Anivarsary Redirection @regression","Browser:Google Chrome","Wed Dec 03 13:21:00 UTC 2025","passed","Wed Dec 03 13:21:11 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","10456","Desktop TC_031:Successful redirection on Talent Platform submenu @regression","Browser:Google Chrome","Wed Dec 03 13:17:39 UTC 2025","passed","Wed Dec 03 13:17:49 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
