"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 16 13:52:34 UTC 2025","Thu Oct 16 13:52:49 UTC 2025","14686","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_015:Successful search results",""
"passed","Thu Oct 16 13:49:37 UTC 2025","Thu Oct 16 13:49:51 UTC 2025","13336","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_005:Login with Facebook redirection link",""
"passed","Thu Oct 16 13:53:12 UTC 2025","Thu Oct 16 13:53:32 UTC 2025","19639","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_017:Successfully clearred searched value",""
"passed","Thu Oct 16 13:49:03 UTC 2025","Thu Oct 16 13:49:37 UTC 2025","33327","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop  @regression TC_002:Successful login(Without session)",""
"passed","Thu Oct 16 13:52:25 UTC 2025","Thu Oct 16 13:52:53 UTC 2025","27343","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_015:Successful search results",""
"passed","Thu Oct 16 13:51:36 UTC 2025","Thu Oct 16 13:51:55 UTC 2025","18794","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Desktop  @regression TC_012:Successful Order research redirection",""
"passed","Thu Oct 16 13:53:26 UTC 2025","Thu Oct 16 13:53:46 UTC 2025","19281","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_018:Successful search modal close",""
"passed","Thu Oct 16 13:49:31 UTC 2025","Thu Oct 16 13:49:38 UTC 2025","7499","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_004:Successful login with session (recruiter)",""
"passed","Thu Oct 16 13:51:48 UTC 2025","Thu Oct 16 13:52:25 UTC 2025","37276","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Mobile  @regression TC_012:Successful Order research redirection",""
"passed","Thu Oct 16 13:49:43 UTC 2025","Thu Oct 16 13:49:56 UTC 2025","12900","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_005:Login with Facebook redirection link",""
"passed","Thu Oct 16 13:50:18 UTC 2025","Thu Oct 16 13:50:31 UTC 2025","13689","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_006:Login with Xsolla redirection link",""
"passed","Thu Oct 16 13:52:01 UTC 2025","Thu Oct 16 13:52:17 UTC 2025","16203","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Laptop  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:51:55 UTC 2025","Thu Oct 16 13:52:07 UTC 2025","11773","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Desktop  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:52:06 UTC 2025","Thu Oct 16 13:52:23 UTC 2025","17380","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Tablet  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:51:16 UTC 2025","Thu Oct 16 13:51:47 UTC 2025","31012","Browser:Google Chrome","functional/2_Signup/signup.spec.js","Signup to 80LV","","","Mobile  @regression TC_010:Successful Sign up",""
"passed","Thu Oct 16 13:53:20 UTC 2025","Thu Oct 16 13:53:40 UTC 2025","20376","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_017:Successfully clearred searched value",""
"passed","Thu Oct 16 13:52:14 UTC 2025","Thu Oct 16 13:52:30 UTC 2025","15589","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_014:Successful search modal seen",""
"passed","Thu Oct 16 13:52:53 UTC 2025","Thu Oct 16 13:54:15 UTC 2025","82301","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_016:Invaild Search results",""
"passed","Thu Oct 16 13:49:56 UTC 2025","Thu Oct 16 13:51:23 UTC 2025","87637","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_006:Login with Xsolla redirection link",""
"passed","Thu Oct 16 13:49:37 UTC 2025","Thu Oct 16 13:50:24 UTC 2025","46901","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_004:Successful login with session (recruiter)",""
"passed","Thu Oct 16 13:52:24 UTC 2025","Thu Oct 16 13:52:37 UTC 2025","13232","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_014:Successful search modal seen",""
"passed","Thu Oct 16 13:51:23 UTC 2025","Thu Oct 16 13:51:36 UTC 2025","12725","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Desktop  @regression TC_011:Successful Advertise redirection",""
"passed","Thu Oct 16 13:49:53 UTC 2025","Thu Oct 16 13:50:04 UTC 2025","10671","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_006:Login with Xsolla redirection link",""
"passed","Thu Oct 16 13:51:47 UTC 2025","Thu Oct 16 13:52:06 UTC 2025","19402","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Tablet  @regression TC_012:Successful Order research redirection",""
"passed","Thu Oct 16 13:50:13 UTC 2025","Thu Oct 16 13:50:26 UTC 2025","13015","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_007:Login with Google redirection link",""
"passed","Thu Oct 16 13:49:04 UTC 2025","Thu Oct 16 13:49:14 UTC 2025","10214","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_003:Successful login with session (talent)",""
"passed","Thu Oct 16 13:50:04 UTC 2025","Thu Oct 16 13:50:13 UTC 2025","8652","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_007:Login with Google redirection link",""
