"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 16 13:17:22 UTC 2025","Thu Oct 16 13:17:39 UTC 2025","17358","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_016:Invaild Search results",""
"passed","Thu Oct 16 13:17:53 UTC 2025","Thu Oct 16 13:18:16 UTC 2025","23189","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Laptop  @regression TC_018:Successful search modal close",""
"passed","Thu Oct 16 13:16:09 UTC 2025","Thu Oct 16 13:16:28 UTC 2025","19716","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Desktop  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:13:42 UTC 2025","Thu Oct 16 13:13:56 UTC 2025","14465","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_005:Login with Facebook redirection link",""
"passed","Thu Oct 16 13:13:54 UTC 2025","Thu Oct 16 13:14:16 UTC 2025","21304","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_006:Login with Xsolla redirection link",""
"passed","Thu Oct 16 13:12:58 UTC 2025","Thu Oct 16 13:13:32 UTC 2025","34331","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet  @regression TC_002:Successful login(Without session)",""
"passed","Thu Oct 16 13:17:01 UTC 2025","Thu Oct 16 13:17:22 UTC 2025","21464","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_015:Successful search results",""
"passed","Thu Oct 16 13:14:33 UTC 2025","Thu Oct 16 13:14:49 UTC 2025","16015","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_008:Login with LinkdIn redirection link",""
"passed","Thu Oct 16 13:15:52 UTC 2025","Thu Oct 16 13:16:08 UTC 2025","15732","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Desktop  @regression TC_012:Successful Order research redirection",""
"passed","Thu Oct 16 13:16:58 UTC 2025","Thu Oct 16 13:17:21 UTC 2025","22775","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_015:Successful search results",""
"passed","Thu Oct 16 13:14:18 UTC 2025","Thu Oct 16 13:14:32 UTC 2025","14719","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_007:Login with Google redirection link",""
"passed","Thu Oct 16 13:14:16 UTC 2025","Thu Oct 16 13:14:33 UTC 2025","16733","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_007:Login with Google redirection link",""
"passed","Thu Oct 16 13:17:38 UTC 2025","Thu Oct 16 13:18:05 UTC 2025","27522","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_017:Successfully clearred searched value",""
"passed","Thu Oct 16 13:13:16 UTC 2025","Thu Oct 16 13:13:27 UTC 2025","11147","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_003:Successful login with session (talent)",""
"passed","Thu Oct 16 13:14:51 UTC 2025","Thu Oct 16 13:15:07 UTC 2025","16247","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_009:Login with Twitter redirection link",""
"passed","Thu Oct 16 13:13:32 UTC 2025","Thu Oct 16 13:13:39 UTC 2025","6391","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_004:Successful login with session (recruiter)",""
"passed","Thu Oct 16 13:12:59 UTC 2025","Thu Oct 16 13:13:31 UTC 2025","32112","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop  @regression TC_002:Successful login(Without session)",""
"passed","Thu Oct 16 13:12:58 UTC 2025","Thu Oct 16 13:13:25 UTC 2025","27431","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile  @regression TC_002:Successful login(Without session)",""
"passed","Thu Oct 16 13:16:28 UTC 2025","Thu Oct 16 13:16:43 UTC 2025","14991","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Mobile  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:17:21 UTC 2025","Thu Oct 16 13:17:45 UTC 2025","23987","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_016:Invaild Search results",""
"passed","Thu Oct 16 13:16:20 UTC 2025","Thu Oct 16 13:16:43 UTC 2025","22575","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Laptop  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:16:26 UTC 2025","Thu Oct 16 13:16:46 UTC 2025","20085","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Tablet  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:13:34 UTC 2025","Thu Oct 16 13:13:49 UTC 2025","15492","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_005:Login with Facebook redirection link",""
"passed","Thu Oct 16 13:16:30 UTC 2025","Thu Oct 16 13:16:51 UTC 2025","21551","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_014:Successful search modal seen",""
"passed","Thu Oct 16 13:14:49 UTC 2025","Thu Oct 16 13:15:07 UTC 2025","18725","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_009:Login with Twitter redirection link",""
"passed","Thu Oct 16 13:14:15 UTC 2025","Thu Oct 16 13:14:28 UTC 2025","12781","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_007:Login with Google redirection link",""
"passed","Thu Oct 16 13:15:09 UTC 2025","Thu Oct 16 13:15:40 UTC 2025","30955","Browser:Google Chrome","functional/2_Signup/signup.spec.js","Signup to 80LV","","","Mobile  @regression TC_010:Successful Sign up",""
"passed","Thu Oct 16 13:13:38 UTC 2025","Thu Oct 16 13:13:53 UTC 2025","15285","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_005:Login with Facebook redirection link",""
"passed","Thu Oct 16 13:17:05 UTC 2025","Thu Oct 16 13:17:30 UTC 2025","25012","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_016:Invaild Search results",""
"passed","Thu Oct 16 13:14:16 UTC 2025","Thu Oct 16 13:15:09 UTC 2025","53128","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_007:Login with Google redirection link",""
"passed","Thu Oct 16 13:14:22 UTC 2025","Thu Oct 16 13:14:41 UTC 2025","18958","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_008:Login with LinkdIn redirection link",""
"passed","Thu Oct 16 13:13:56 UTC 2025","Thu Oct 16 13:14:15 UTC 2025","18980","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_006:Login with Xsolla redirection link",""
"passed","Thu Oct 16 13:16:08 UTC 2025","Thu Oct 16 13:16:26 UTC 2025","17752","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Mobile  @regression TC_012:Successful Order research redirection",""
"passed","Thu Oct 16 13:13:32 UTC 2025","Thu Oct 16 13:13:42 UTC 2025","9689","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_004:Successful login with session (recruiter)",""
"passed","Thu Oct 16 13:14:41 UTC 2025","Thu Oct 16 13:14:58 UTC 2025","17045","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_009:Login with Twitter redirection link",""
"passed","Thu Oct 16 13:17:30 UTC 2025","Thu Oct 16 13:17:59 UTC 2025","28647","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Laptop  @regression TC_017:Successfully clearred searched value",""
"passed","Thu Oct 16 13:17:39 UTC 2025","Thu Oct 16 13:18:06 UTC 2025","26541","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_017:Successfully clearred searched value",""
"passed","Thu Oct 16 13:14:28 UTC 2025","Thu Oct 16 13:14:46 UTC 2025","18163","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_008:Login with LinkdIn redirection link",""
"passed","Thu Oct 16 13:15:40 UTC 2025","Thu Oct 16 13:16:42 UTC 2025","61304","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Tablet  @regression TC_011:Successful Advertise redirection",""
