"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 16 13:37:30 UTC 2025","Thu Oct 16 13:37:50 UTC 2025","20110","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Laptop  @regression TC_018:Successful search modal close",""
"passed","Thu Oct 16 13:33:16 UTC 2025","Thu Oct 16 13:33:22 UTC 2025","6058","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_003:Successful login with session (talent)",""
"passed","Thu Oct 16 13:33:10 UTC 2025","Thu Oct 16 13:33:55 UTC 2025","44898","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_003:Successful login with session (talent)",""
"passed","Thu Oct 16 13:36:52 UTC 2025","Thu Oct 16 13:37:10 UTC 2025","18098","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_016:Invaild Search results",""
"passed","Thu Oct 16 13:37:10 UTC 2025","Thu Oct 16 13:37:32 UTC 2025","21733","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_017:Successfully clearred searched value",""
"passed","Thu Oct 16 13:33:43 UTC 2025","Thu Oct 16 13:34:25 UTC 2025","41925","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_006:Login with Xsolla redirection link",""
"passed","Thu Oct 16 13:35:12 UTC 2025","Thu Oct 16 13:35:24 UTC 2025","11726","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Laptop  @regression TC_011:Successful Advertise redirection",""
"passed","Thu Oct 16 13:33:32 UTC 2025","Thu Oct 16 13:33:44 UTC 2025","12332","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_005:Login with Facebook redirection link",""
"passed","Thu Oct 16 13:33:24 UTC 2025","Thu Oct 16 13:33:32 UTC 2025","7839","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_004:Successful login with session (recruiter)",""
"passed","Thu Oct 16 13:35:29 UTC 2025","Thu Oct 16 13:35:44 UTC 2025","14721","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Desktop  @regression TC_012:Successful Order research redirection",""
"passed","Thu Oct 16 13:37:18 UTC 2025","Thu Oct 16 13:37:39 UTC 2025","20291","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_018:Successful search modal close",""
"passed","Thu Oct 16 13:34:08 UTC 2025","Thu Oct 16 13:34:30 UTC 2025","21615","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_008:Login with LinkdIn redirection link",""
"passed","Thu Oct 16 13:36:07 UTC 2025","Thu Oct 16 13:36:23 UTC 2025","15526","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Laptop  @regression TC_014:Successful search modal seen",""
"passed","Thu Oct 16 13:34:25 UTC 2025","Thu Oct 16 13:34:42 UTC 2025","17072","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_008:Login with LinkdIn redirection link",""
"passed","Thu Oct 16 13:35:50 UTC 2025","Thu Oct 16 13:36:07 UTC 2025","16978","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Laptop  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:36:10 UTC 2025","Thu Oct 16 13:36:26 UTC 2025","15630","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_014:Successful search modal seen",""
"passed","Thu Oct 16 13:33:19 UTC 2025","Thu Oct 16 13:33:25 UTC 2025","5880","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_004:Successful login with session (recruiter)",""
"passed","Thu Oct 16 13:36:56 UTC 2025","Thu Oct 16 13:37:18 UTC 2025","22205","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_017:Successfully clearred searched value",""
"passed","Thu Oct 16 13:34:27 UTC 2025","Thu Oct 16 13:34:44 UTC 2025","17347","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_009:Login with Twitter redirection link",""
"passed","Thu Oct 16 13:35:09 UTC 2025","Thu Oct 16 13:36:03 UTC 2025","54174","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_009:Login with Twitter redirection link",""
"passed","Thu Oct 16 13:32:53 UTC 2025","Thu Oct 16 13:33:19 UTC 2025","25573","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop  @regression TC_002:Successful login(Without session)",""
"passed","Thu Oct 16 13:37:32 UTC 2025","Thu Oct 16 13:37:53 UTC 2025","21229","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_018:Successful search modal close",""
"passed","Thu Oct 16 13:35:47 UTC 2025","Thu Oct 16 13:36:03 UTC 2025","15571","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Desktop  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:33:55 UTC 2025","Thu Oct 16 13:34:08 UTC 2025","13114","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_007:Login with Google redirection link",""
"passed","Thu Oct 16 13:33:04 UTC 2025","Thu Oct 16 13:33:10 UTC 2025","5521","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_003:Successful login with session (talent)",""
"passed","Thu Oct 16 13:35:20 UTC 2025","Thu Oct 16 13:35:34 UTC 2025","13769","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Tablet  @regression TC_011:Successful Advertise redirection",""
"passed","Thu Oct 16 13:36:23 UTC 2025","Thu Oct 16 13:36:39 UTC 2025","16443","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Laptop  @regression TC_015:Successful search results",""
"passed","Thu Oct 16 13:32:53 UTC 2025","Thu Oct 16 13:33:04 UTC 2025","10828","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_003:Successful login with session (talent)",""
"passed","Thu Oct 16 13:35:37 UTC 2025","Thu Oct 16 13:35:53 UTC 2025","16621","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Tablet  @regression TC_012:Successful Order research redirection",""
"passed","Thu Oct 16 13:35:34 UTC 2025","Thu Oct 16 13:35:50 UTC 2025","15860","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Laptop  @regression TC_012:Successful Order research redirection",""
"passed","Thu Oct 16 13:33:29 UTC 2025","Thu Oct 16 13:33:43 UTC 2025","14160","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_005:Login with Facebook redirection link",""
"passed","Thu Oct 16 13:36:03 UTC 2025","Thu Oct 16 13:36:15 UTC 2025","12114","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Mobile  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:34:08 UTC 2025","Thu Oct 16 13:34:27 UTC 2025","19069","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_008:Login with LinkdIn redirection link",""
"passed","Thu Oct 16 13:32:54 UTC 2025","Thu Oct 16 13:33:24 UTC 2025","30435","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet  @regression TC_002:Successful login(Without session)",""
"passed","Thu Oct 16 13:33:22 UTC 2025","Thu Oct 16 13:33:29 UTC 2025","6619","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_004:Successful login with session (recruiter)",""
"passed","Thu Oct 16 13:33:38 UTC 2025","Thu Oct 16 13:33:50 UTC 2025","11313","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_006:Login with Xsolla redirection link",""
"passed","Thu Oct 16 13:37:35 UTC 2025","Thu Oct 16 13:37:54 UTC 2025","18978","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_018:Successful search modal close",""
"passed","Thu Oct 16 13:32:54 UTC 2025","Thu Oct 16 13:33:24 UTC 2025","30372","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop  @regression TC_002:Successful login(Without session)",""
"passed","Thu Oct 16 13:35:53 UTC 2025","Thu Oct 16 13:36:10 UTC 2025","16393","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Tablet  @regression TC_013:Successful Company Logo Redirection",""
"passed","Thu Oct 16 13:34:10 UTC 2025","Thu Oct 16 13:34:35 UTC 2025","24366","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_008:Login with LinkdIn redirection link",""
"passed","Thu Oct 16 13:36:29 UTC 2025","Thu Oct 16 13:36:52 UTC 2025","22531","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_015:Successful search results",""
"passed","Thu Oct 16 13:34:42 UTC 2025","Thu Oct 16 13:35:47 UTC 2025","65385","Browser:Google Chrome","functional/2_Signup/signup.spec.js","Signup to 80LV","","","Desktop  @regression TC_010:Successful Sign up",""
"passed","Thu Oct 16 13:36:35 UTC 2025","Thu Oct 16 13:37:30 UTC 2025","54967","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_016:Invaild Search results",""
"passed","Thu Oct 16 13:33:50 UTC 2025","Thu Oct 16 13:34:00 UTC 2025","10351","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_007:Login with Google redirection link",""
"passed","Thu Oct 16 13:33:44 UTC 2025","Thu Oct 16 13:34:27 UTC 2025","43118","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_006:Login with Xsolla redirection link",""
"passed","Thu Oct 16 13:34:44 UTC 2025","Thu Oct 16 13:35:12 UTC 2025","28050","Browser:Google Chrome","functional/2_Signup/signup.spec.js","Signup to 80LV","","","Laptop  @regression TC_010:Successful Sign up",""
"passed","Thu Oct 16 13:37:10 UTC 2025","Thu Oct 16 13:38:37 UTC 2025","87089","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Laptop  @regression TC_017:Successfully clearred searched value",""
"passed","Thu Oct 16 13:36:55 UTC 2025","Thu Oct 16 13:37:12 UTC 2025","17195","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_016:Invaild Search results",""
"passed","Thu Oct 16 13:36:03 UTC 2025","Thu Oct 16 13:36:21 UTC 2025","17124","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_014:Successful search modal seen",""
"passed","Thu Oct 16 13:33:25 UTC 2025","Thu Oct 16 13:33:38 UTC 2025","13486","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_005:Login with Facebook redirection link",""
"passed","Thu Oct 16 13:37:12 UTC 2025","Thu Oct 16 13:37:35 UTC 2025","22766","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_017:Successfully clearred searched value",""
"passed","Thu Oct 16 13:36:26 UTC 2025","Thu Oct 16 13:36:55 UTC 2025","29036","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Tablet  @regression TC_015:Successful search results",""
"passed","Thu Oct 16 13:36:39 UTC 2025","Thu Oct 16 13:36:56 UTC 2025","17041","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Laptop  @regression TC_016:Invaild Search results",""
"passed","Thu Oct 16 13:34:48 UTC 2025","Thu Oct 16 13:35:10 UTC 2025","21844","Browser:Google Chrome","functional/2_Signup/signup.spec.js","Signup to 80LV","","","Tablet  @regression TC_010:Successful Sign up",""
"passed","Thu Oct 16 13:35:24 UTC 2025","Thu Oct 16 13:35:37 UTC 2025","12793","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Mobile  @regression TC_011:Successful Advertise redirection",""
"passed","Thu Oct 16 13:35:10 UTC 2025","Thu Oct 16 13:35:20 UTC 2025","10211","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Desktop  @regression TC_011:Successful Advertise redirection",""
"passed","Thu Oct 16 13:32:54 UTC 2025","Thu Oct 16 13:33:16 UTC 2025","22160","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile  @regression TC_002:Successful login(Without session)",""
"passed","Thu Oct 16 13:36:15 UTC 2025","Thu Oct 16 13:36:29 UTC 2025","14336","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Mobile  @regression TC_014:Successful search modal seen",""
"passed","Thu Oct 16 13:35:44 UTC 2025","Thu Oct 16 13:37:10 UTC 2025","85790","Browser:Google Chrome","functional/3_Navbar/navbar.spec.js","Navbar","","","Mobile  @regression TC_012:Successful Order research redirection",""
"passed","Thu Oct 16 13:33:55 UTC 2025","Thu Oct 16 13:34:08 UTC 2025","13614","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_007:Login with Google redirection link",""
"passed","Thu Oct 16 13:36:21 UTC 2025","Thu Oct 16 13:36:35 UTC 2025","14655","Browser:Google Chrome","functional/3_Navbar/search.spec.js","Navbar Search","","","Desktop  @regression TC_015:Successful search results",""
"passed","Thu Oct 16 13:33:24 UTC 2025","Thu Oct 16 13:33:30 UTC 2025","6046","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_004:Successful login with session (recruiter)",""
"passed","Thu Oct 16 13:34:50 UTC 2025","Thu Oct 16 13:35:29 UTC 2025","39504","Browser:Google Chrome","functional/2_Signup/signup.spec.js","Signup to 80LV","","","Mobile  @regression TC_010:Successful Sign up",""
"passed","Thu Oct 16 13:33:30 UTC 2025","Thu Oct 16 13:33:44 UTC 2025","13931","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_005:Login with Facebook redirection link",""
"passed","Thu Oct 16 13:33:44 UTC 2025","Thu Oct 16 13:33:55 UTC 2025","10603","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_006:Login with Xsolla redirection link",""
"passed","Thu Oct 16 13:34:30 UTC 2025","Thu Oct 16 13:34:48 UTC 2025","18251","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_009:Login with Twitter redirection link",""
"passed","Thu Oct 16 13:34:00 UTC 2025","Thu Oct 16 13:34:10 UTC 2025","10230","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_007:Login with Google redirection link",""
"passed","Thu Oct 16 13:34:35 UTC 2025","Thu Oct 16 13:34:50 UTC 2025","15125","Browser:Google Chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_009:Login with Twitter redirection link",""
