"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 13 06:25:24 UTC 2025","Mon Oct 13 06:25:55 UTC 2025","30357","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop  @regression TC_002:Successful login(Without session)",""
"passed","Mon Oct 13 06:25:24 UTC 2025","Mon Oct 13 06:25:57 UTC 2025","32573","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop  @regression TC_002:Successful login(Without session)",""
"passed","Mon Oct 13 06:25:24 UTC 2025","Mon Oct 13 06:25:51 UTC 2025","26865","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile  @regression TC_002:Successful login(Without session)",""
"passed","Mon Oct 13 06:25:34 UTC 2025","Mon Oct 13 06:25:39 UTC 2025","4890","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_003:Successful login with session (talent)",""
"passed","Mon Oct 13 06:25:48 UTC 2025","Mon Oct 13 06:25:55 UTC 2025","6770","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_003:Successful login with session (talent)",""
"passed","Mon Oct 13 06:25:39 UTC 2025","Mon Oct 13 06:25:48 UTC 2025","9128","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_003:Successful login with session (talent)",""
"passed","Mon Oct 13 06:25:51 UTC 2025","Mon Oct 13 06:26:00 UTC 2025","8200","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_004:Successful login with session (recruiter)",""
"passed","Mon Oct 13 06:25:57 UTC 2025","Mon Oct 13 06:26:03 UTC 2025","5981","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_004:Successful login with session (recruiter)",""
"passed","Mon Oct 13 06:25:55 UTC 2025","Mon Oct 13 06:26:03 UTC 2025","7999","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_004:Successful login with session (recruiter)",""
"passed","Mon Oct 13 06:25:24 UTC 2025","Mon Oct 13 06:25:58 UTC 2025","33547","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet  @regression TC_002:Successful login(Without session)",""
"passed","Mon Oct 13 06:25:55 UTC 2025","Mon Oct 13 06:26:03 UTC 2025","7918","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_004:Successful login with session (recruiter)",""
"passed","Mon Oct 13 06:25:24 UTC 2025","Mon Oct 13 06:25:34 UTC 2025","9816","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_003:Successful login with session (talent)",""
