"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 13 06:10:02 UTC 2025","Mon Oct 13 06:10:21 UTC 2025","19080","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop  @regression TC_002:Successful login(Without session)",""
"passed","Mon Oct 13 06:10:26 UTC 2025","Mon Oct 13 06:10:32 UTC 2025","5465","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_004:Successful login with session (recruiter)",""
"passed","Mon Oct 13 06:10:02 UTC 2025","Mon Oct 13 06:10:29 UTC 2025","26941","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop  @regression TC_002:Successful login(Without session)",""
"passed","Mon Oct 13 06:10:02 UTC 2025","Mon Oct 13 06:10:10 UTC 2025","7448","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Desktop @regression TC_003:Successful login with session (talent)",""
"passed","Mon Oct 13 06:10:14 UTC 2025","Mon Oct 13 06:10:55 UTC 2025","41333","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_003:Successful login with session (talent)",""
"passed","Mon Oct 13 06:10:29 UTC 2025","Mon Oct 13 06:10:35 UTC 2025","6087","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_004:Successful login with session (recruiter)",""
"passed","Mon Oct 13 06:10:30 UTC 2025","Mon Oct 13 06:10:36 UTC 2025","6394","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet @regression TC_004:Successful login with session (recruiter)",""
"passed","Mon Oct 13 06:10:10 UTC 2025","Mon Oct 13 06:10:14 UTC 2025","4169","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Laptop @regression TC_003:Successful login with session (talent)",""
"passed","Mon Oct 13 06:10:02 UTC 2025","Mon Oct 13 06:10:43 UTC 2025","40565","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile  @regression TC_002:Successful login(Without session)",""
"passed","Mon Oct 13 06:10:02 UTC 2025","Mon Oct 13 06:10:30 UTC 2025","27326","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Tablet  @regression TC_002:Successful login(Without session)",""
"passed","Mon Oct 13 06:10:21 UTC 2025","Mon Oct 13 06:10:26 UTC 2025","5360","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_003:Successful login with session (talent)",""
"passed","Mon Oct 13 06:10:32 UTC 2025","Mon Oct 13 06:10:37 UTC 2025","5060","chrome","functional/1_Login/login.spec.js","Login to 80LV","","","Mobile @regression TC_004:Successful login with session (recruiter)",""
